2018-05-22,201
2018-05-23,220
2018-05-24,219
2018-05-25,166
2018-05-26,95
2018-05-28,239
2018-05-29,237
2018-05-30,186
2018-05-31,263
2018-06-01,165
2018-06-02,90
2018-06-04,245
2018-06-05,189
2018-06-06,190
2018-06-07,182
2018-06-08,228
2018-06-09,155
2018-06-10,84
2018-06-11,289
2018-06-12,213
2018-06-13,171
2018-06-14,208
2018-06-15,184
2018-06-16,113
2018-06-18,242
2018-06-19,203
2018-06-20,166
2018-06-21,217
2018-06-22,214
2018-06-23,109
2018-06-25,312
2018-06-26,241
2018-06-27,206
2018-06-28,302
2018-06-29,206
2018-06-30,169
2018-07-02,420
2018-07-03,286
2018-07-04,272
2018-07-05,234
2018-07-06,322
2018-07-07,230
2018-07-08,102
2018-07-09,298
2018-07-10,277
2018-07-11,387
2018-07-12,305
2018-07-13,263
2018-07-14,168
2018-07-16,344
2018-07-17,286
2018-07-18,284
2018-07-19,258
2018-07-20,189
2018-07-21,170
2018-07-23,346
2018-07-24,363
2018-07-26,471
2018-07-27,399
2018-07-28,186
2018-07-30,305
2018-07-31,362
2018-08-01,296
2018-08-02,308
2018-08-03,354
2018-08-04,285
2018-08-05,158
2018-08-06,438
2018-08-07,365
2018-08-08,317
2018-08-09,310
2018-08-10,259
2018-08-11,169
2018-08-13,390
2018-08-14,301
2018-08-16,407
2018-08-18,214
2018-08-20,461
2018-08-21,332
2018-08-22,296
2018-08-23,331
2018-08-24,321
2018-08-25,188
2018-08-27,342
2018-08-28,298
2018-08-29,295
2018-08-30,258
2018-08-31,342
2018-09-01,296
2018-09-02,101
2018-09-03,291
2018-09-04,276
2018-09-05,219
2018-09-06,326
2018-09-07,242
2018-09-08,171
2018-09-10,280
2018-09-11,221
2018-09-12,210
2018-09-13,235
2018-09-14,248
2018-09-15,156
2018-09-17,313
2018-09-18,228
2018-09-19,247
2018-09-20,216
2018-09-21,184
2018-09-22,113
2018-09-24,298
2018-09-25,226
2018-09-26,271
2018-09-27,242
2018-09-28,319
2018-09-29,213
2018-09-30,82
2018-10-01,307
2018-10-02,258
2018-10-03,276
2018-10-04,245
2018-10-05,214
2018-10-06,84
2018-10-08,272
2018-10-09,203
2018-10-10,182
2018-10-11,224
2018-10-13,135
2018-10-15,240
2018-10-16,222
2018-10-17,219
2018-10-18,153
2018-10-19,248
2018-10-20,122
2018-10-22,226
2018-10-23,189
2018-10-24,196
2018-10-25,209
2018-10-26,230
2018-10-27,171
2018-10-28,62
2018-10-29,252
2018-10-30,220
2018-10-31,296
2018-11-01,65
2018-11-02,213
2018-11-03,96
2018-11-05,275
2018-11-06,201
2018-11-07,165
2018-11-08,163
2018-11-09,202
2018-11-10,101
2018-11-12,241
2018-11-13,181
2018-11-14,229
2018-11-15,219
2018-11-16,152
2018-11-17,111
2018-11-19,207
2018-11-20,206
2018-11-21,183
2018-11-22,200
2018-11-23,187
2018-11-24,189
2018-11-25,76
2018-11-26,276
2018-11-27,220
2018-11-28,183
2018-11-29,251
2018-11-30,189
